enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
21078,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,0
5899,city_150,0.70,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,31,0
22787,city_136,0.90,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,36,0
27435,city_36,0.89,Male,Has relevent experience,Part time course,Graduate,STEM,15,,,4,198,0
2855,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,31,0
27866,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,0
7328,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,26,1
24807,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,0
27113,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,>4,8,1
6008,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,38,0
760,city_23,0.90,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,2,8,0
2990,city_173,0.88,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,1
28229,city_40,0.78,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,0
4162,city_102,0.80,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,0
27326,city_114,0.93,Male,Has relevent experience,Full time course,High School,,7,,,1,17,0
604,city_16,0.91,Male,No relevent experience,,,,3,,,never,24,0
2194,city_23,0.90,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,18172,Funded Startup,1,19,0
21564,city_21,0.62,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,1
17432,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,0
13952,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,23,1
1988,city_36,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,0
8540,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,0
8806,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,22,1
15468,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,65,0
1297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,0
4075,city_100,0.89,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,52,1
22517,city_114,0.93,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,0
26388,city_136,0.90,Male,No relevent experience,Full time course,Masters,STEM,5,,,4,288,1
30676,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,53,0
18376,city_75,0.94,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,,1,60,0
10970,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,178,0
29961,city_75,0.94,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,0
5136,city_104,0.92,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,62,0
20369,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,35,0
23505,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,0
11751,city_138,0.84,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,58,0
12038,city_90,0.70,Male,Has relevent experience,Full time course,Masters,,,,,,44,1
28590,city_16,0.91,Male,Has relevent experience,,Masters,STEM,6,50-99,Funded Startup,1,72,0
10370,city_75,0.94,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,0
5340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,0
9217,city_71,0.88,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,0
23901,city_103,0.92,Male,No relevent experience,,,,3,,,never,32,0
5673,city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,0
25421,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,0
20698,city_114,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,0
41,city_100,0.89,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,47,0
23636,city_67,0.86,Male,No relevent experience,Full time course,Graduate,STEM,12,,,4,47,0
9387,city_73,0.75,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,20,0
21466,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,198,1
9515,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,0
20743,city_50,0.90,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1
25766,city_71,0.88,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,0
4626,city_21,0.62,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,306,0
4642,city_73,0.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,0
16178,city_46,0.76,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,48,0
1829,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,18172,Pvt Ltd,1,98,1
8287,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,53,1
10529,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,0
27546,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,43,0
32324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,0
15796,city_71,0.88,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,322,1
17083,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0
16414,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,18172,Pvt Ltd,1,53,0
32340,city_67,0.86,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,18172,Funded Startup,1,161,0
18462,city_136,0.90,Male,No relevent experience,no_enrollment,Masters,STEM,8,18172,Pvt Ltd,1,11,0
30636,city_21,0.62,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,1,72,1
29982,city_105,0.79,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,0
29217,city_75,0.94,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,0
18454,city_128,0.53,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,50,0
22508,city_71,0.88,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0
25969,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,38,0
21134,city_70,0.70,Male,No relevent experience,Part time course,Graduate,STEM,4,,,2,7,1
30925,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,88,0
29000,city_71,0.88,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,112,0
21989,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,24,0
10984,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,28,0
26543,city_173,0.88,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Public Sector,1,166,0
32043,city_21,0.62,Male,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,61,1
15343,city_46,0.76,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,24,0
30967,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,8,1
30191,city_165,0.90,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,133,0
13537,city_67,0.86,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,143,0
23185,city_173,0.88,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,18172,Pvt Ltd,>4,29,0
9600,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,11,1
25963,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,7,0
5141,city_46,0.76,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,87,0
657,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,18172,Funded Startup,1,18,0
29991,city_41,0.83,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,76,1
18759,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,114,0
5731,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,>4,30,0
20135,city_83,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,80,0
18620,city_40,0.78,Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,never,52,0
24226,city_21,0.62,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,13,0
7909,city_21,0.62,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,12,1
11966,city_138,0.84,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,36,0
10017,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,0
361,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,100,0
20797,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,58,0
25041,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,18,1
17783,city_65,0.80,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,2,11,0
13256,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,15,1
6283,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,50-99,Pvt Ltd,>4,206,0
28468,city_28,0.94,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,88,0
4978,city_114,0.93,Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Pvt Ltd,2,16,0
28641,city_104,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,95,0
28915,city_21,0.62,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,Public Sector,1,53,0
33367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,220,1
3999,city_72,0.80,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,>4,94,0
9860,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,18172,Pvt Ltd,3,20,0
31153,city_101,0.56,Male,No relevent experience,no_enrollment,Graduate,STEM,8,,,never,47,1
26616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,60,0
24366,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,4,78,1
17786,city_105,0.79,Male,Has relevent experience,no_enrollment,,,6,50-99,,1,20,0
1396,city_75,0.94,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2,0
22954,city_105,0.79,Female,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,>4,206,0
14775,city_67,0.86,Male,No relevent experience,no_enrollment,High School,,12,,,1,90,0
1563,city_19,0.68,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,3,25,0
29612,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,5,18172,Pvt Ltd,1,8,1
23856,city_114,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,22,0
30441,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,90,0
30265,city_103,0.92,Male,Has relevent experience,Full time course,High School,,10,,,2,81,1
11545,city_114,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,120,0
2404,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,18,1
19555,city_65,0.80,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,2,314,0
17400,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,10,0
10612,city_21,0.62,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,25,1
23365,city_101,0.56,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,<10,Early Stage Startup,1,146,1
13288,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,26,0
23430,city_20,0.80,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25,0
30404,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,50,1
8930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,30,0
3920,city_106,0.70,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,4,39,0
11780,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,43,1
8489,city_11,0.55,Male,Has relevent experience,no_enrollment,,,15,100-500,Pvt Ltd,>4,15,1
32581,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,21,1
22420,city_67,0.86,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000+,Pvt Ltd,2,226,0
28415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,1,60,0
32260,city_78,0.58,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,9,0
21603,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,50,0
19702,city_73,0.75,Male,No relevent experience,Part time course,High School,,4,1000-4999,Pvt Ltd,1,280,1
17665,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,,2,91,0
19612,city_21,0.62,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,15,1
18905,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,2,14,0
824,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,1,74,0
27275,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,2,43,1
14217,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500-999,Pvt Ltd,1,52,0
9414,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,54,1
33242,city_73,0.75,Male,No relevent experience,Part time course,Graduate,STEM,8,<10,Early Stage Startup,1,50,0
24224,city_150,0.70,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,never,100,0
9684,city_10,0.90,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Early Stage Startup,1,42,0
8584,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,4,11,0
27003,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,74,0
17840,city_65,0.80,Male,Has relevent experience,Full time course,High School,,7,50-99,Pvt Ltd,1,17,0
29723,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,>4,90,0
33181,city_67,0.86,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,234,0
29288,city_21,0.62,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,3,11,1
3004,city_104,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,<10,Pvt Ltd,1,163,0
5828,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,9,0
22211,city_67,0.86,Male,No relevent experience,no_enrollment,Graduate,Other,5,,,never,36,0
28193,city_13,0.83,Male,Has relevent experience,Full time course,Graduate,STEM,5,18172,Public Sector,1,6,0
26291,city_75,0.94,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,72,0
11739,city_114,0.93,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,NGO,3,84,0
20878,city_150,0.70,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Public Sector,>4,24,0
31156,city_61,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,18172,Pvt Ltd,1,77,0
31013,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,50-99,Funded Startup,2,8,0
7145,city_93,0.87,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,8,0
2690,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,1,55,0
28829,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,1,74,1
17107,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,,1,36,0
5911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,151,0
24069,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,4,0
20803,city_116,0.74,Male,Has relevent experience,no_enrollment,Masters,Other,2,100-500,,2,102,0
3752,city_114,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,3,29,0
32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,78,0
19818,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,2,141,1
22581,city_104,0.92,Male,Has relevent experience,Full time course,High School,,8,100-500,Public Sector,1,41,1
2629,city_123,0.74,Male,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,1,13,0
20143,city_57,0.87,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,30,0
2478,city_21,0.62,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,104,1
25957,city_109,0.70,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,108,0
32355,city_71,0.88,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Early Stage Startup,1,98,0
12140,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,,Public Sector,1,57,0
9743,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,44,1
3827,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,18172,Pvt Ltd,>4,9,0
10386,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,3,53,0
6909,city_24,0.70,Female,No relevent experience,no_enrollment,Masters,STEM,7,,,1,98,1
13597,city_36,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,107,0
4498,city_158,0.77,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,28,1
29508,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,24,0
428,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,80,0
21843,city_73,0.75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,96,0
17162,city_21,0.62,Male,No relevent experience,no_enrollment,Graduate,STEM,4,18172,Pvt Ltd,1,11,1
15259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,18172,Pvt Ltd,>4,46,0
14487,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,Other,5,100-500,Pvt Ltd,1,20,0
8055,city_61,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,,4,46,0
4922,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,10,<10,Pvt Ltd,1,14,0
20653,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,1,44,0
1131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,>4,34,0
22219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,3,17,0
10454,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,3,40,0
12183,city_28,0.94,Male,No relevent experience,Full time course,Graduate,STEM,7,,,2,31,1
22052,city_46,0.76,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,1,45,0
8677,city_67,0.86,Male,No relevent experience,no_enrollment,High School,,11,,Pvt Ltd,1,32,0
29432,city_89,0.93,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,2,85,0
6812,city_64,0.67,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,110,0
14890,city_65,0.80,Male,Has relevent experience,no_enrollment,Masters,Business Degree,11,,,2,35,0
9569,city_46,0.76,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,6,0
6389,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000-4999,Pvt Ltd,4,11,0
14622,city_102,0.80,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,61,1
24586,city_136,0.90,Male,Has relevent experience,no_enrollment,Masters,STEM,6,18172,Early Stage Startup,1,91,0
9463,city_162,0.77,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,2,28,0
30514,city_105,0.79,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,,1,50,0
12349,city_19,0.68,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,,1,204,0
6995,city_114,0.93,Male,No relevent experience,no_enrollment,High School,,5,50-99,Pvt Ltd,2,256,0
13311,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Pvt Ltd,2,26,0
26275,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,10000+,Pvt Ltd,4,168,1
30814,city_46,0.76,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Pvt Ltd,never,26,0
20823,city_114,0.93,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,37,0
18810,city_162,0.77,Male,No relevent experience,Full time course,High School,,4,,,2,17,1
79,city_100,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,4,42,1
16177,city_114,0.93,Male,No relevent experience,Full time course,Graduate,STEM,10,,,never,67,0
5417,city_10,0.90,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,14,0
24280,city_21,0.62,Male,No relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,218,0
9393,city_94,0.70,Male,Has relevent experience,,High School,,3,,,1,22,1
22112,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,8,0
11003,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,18172,Funded Startup,1,38,0
6326,city_99,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,26,0
18170,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,50,0
33254,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,120,1
11821,city_46,0.76,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,100,0
24937,city_21,0.62,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,4,198,1
31083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,4,80,1
15436,city_65,0.80,Female,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,144,1
13102,city_73,0.75,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,41,0
4475,city_90,0.70,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Public Sector,1,28,0
4072,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Public Sector,1,20,0
11085,city_173,0.88,Male,No relevent experience,no_enrollment,Graduate,No Major,14,50-99,NGO,3,45,0
3878,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,10000+,Pvt Ltd,3,55,0
33104,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,28,0
17304,city_28,0.94,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,96,0
22348,city_19,0.68,Male,No relevent experience,Full time course,Graduate,STEM,9,,,1,42,0
11655,city_28,0.94,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,66,0
26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,8,0
3248,city_102,0.80,Male,No relevent experience,no_enrollment,High School,,4,,Pvt Ltd,never,94,0
32877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,40,1
440,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,0
27697,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Public Sector,4,8,0
30509,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100-500,NGO,1,128,0
28149,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,25,1
24708,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,100-500,NGO,2,37,1
32836,city_134,0.70,Male,No relevent experience,no_enrollment,,,>20,,,1,85,0
33292,city_21,0.62,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,never,21,1
32619,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,1,90,0
29606,city_50,0.90,Male,No relevent experience,no_enrollment,High School,,3,100-500,Pvt Ltd,>4,10,0
11430,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,12,,,1,70,1
10967,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Public Sector,1,106,1
